normalize_text,emotion,source,skor
setiap hari aku bertanyatanya kenapa kamu tega mengkhianatiku,sadness,huggingface,
rasanya bahagia ketika bisa menikmati waktu sendiri tanpa terganggu,joy,huggingface,
rasanya bahagia bisa membantu seseorang yang sedang membutuhkan,joy,huggingface,
mengerjakan tugas dalam suasana tenang bikin konsentrasiku lebih baik dan aku merasa bahagia,joy,huggingface,
rasanya gugup banget menunggu waktu yang terasa begitu lama,anticipation,huggingface,
rasanya tidak sabar buat mengambil langkah terakhir menuju impian,anticipation,huggingface,
aku percaya kamu akan selalu memberiku dukungan ketika aku membutuhkannya,trust,huggingface,
tidak tahan lagi sama perasaan gagal terusmenerus dalam mencapai apa yang aku inginkan,anger,huggingface,
semakin mendekati waktunya semakin tidak bisa fokus sama yang lain,anticipation,huggingface,
melihat senyuman dari orang yang aku sayang membuat hatiku penuh kebahagiaan,joy,huggingface,
aku percaya kita akan selalu saling mendukung satu sama lain,trust,huggingface,
aku merasa sangat takut setiap kali harus menghadapi masa depan yang tidak pasti,fear,huggingface,
aku jijik dengan kondisi kantor yang tidak pernah dibersihkan dengan benar,disgust,huggingface,
lihat orang makan sambil ngobrol terus makanannya muncrat,disgust,huggingface,
aku merasa bersyukur bisa mempercayakan segala sesuatu padamu,trust,huggingface,
aku merasa sangat jijik dengan cara orang ini memperlakukan binatang peliharaannya,disgust,huggingface,
rasa takut ini begitu besar hingga membuatku merasa sangat kecil,fear,huggingface,
gagal lagi dan lagi bikin aku mulai putus asa,sadness,huggingface,
kesel banget sama orang yang cuma bisa nyalahin orang lain tanpa introspeksi,anger,huggingface,
lihat orang makan makanan yang udah jatuh di lantai terus dimakan lagi,disgust,huggingface,
kesel banget karena buku ini bikin aku berharap tinggi tapi hasilnya benerbener mengecewakan,anger,huggingface,
tidak bisa berhenti mikirin dia ingin cepetcepet ketemu,anticipation,huggingface,
semakin dekat deadline makin gugup tapi tidak sabar lihat hasil akhirnya,anticipation,huggingface,
kesel maksimal udah latihan berkalikali tapi tetap tidak bisa majumaju,anger,huggingface,
aku yakin semua yang kita lakukan bersama akan berbuah manis karena saling percaya,trust,huggingface,
lihat orang buang sampah sembarangan di bioskop bikin kesel,disgust,huggingface,
tidak tahan sama bau mulut orang di ruang kecil,disgust,huggingface,
gagal terus bikin aku mulai ragu apakah aku di jalan yang benar,sadness,huggingface,
aku kecewa karena kamu tidak pernah mau seriusin hubungan ini,anger,huggingface,
aku yakin kita bisa mengatasi semua ini bersama karena rasa percaya kita yang kuat,trust,huggingface,
kadang takut banget kalau tidak bisa jadi apa yang aku impikan selama ini,fear,huggingface,
rasanya menyenangkan banget bisa mengerjakan tugas tanpa distraksi,joy,huggingface,
aku merasa takut setiap kali harus menghadapi tantangan baru,fear,huggingface,
aku takut setiap kali harus mengambil langkah besar dalam hidup,fear,huggingface,
lihat orang bersihin upil di baju,disgust,huggingface,
aku tidak tahu bagaimana menghadapi semua ini rasa takut ini begitu besar,fear,huggingface,
aku yakin kita bisa melewati semua ini dengan ketulusan hati,trust,huggingface,
tidak tahan lagi nunggu detikdetik menuju momen penting,anticipation,huggingface,
aku tidak pernah merasa ragu karena kepercayaan ini sudah terjalin,trust,huggingface,
melihat orang lain bahagia karena kebaikanku membuat hati ini penuh kebahagiaan,joy,huggingface,
beneran tidak paham kenapa orang suka tinggal di tempat yang penuh dengan tumpukan barang,disgust,huggingface,
ibu selalu jadi pelindungku dan sekarang rasanya gak ada lagi tempat berlindung,sadness,huggingface,
setiap hari aku merindukan suara ayah yang selalu menenangkan,sadness,huggingface,
kepercayaan ini adalah jembatan yang membuat kita semakin dekat satu sama lain,trust,huggingface,
rasanya semakin dekat dengan keinginan ini bikin aku tidak bisa berhenti mikir,anticipation,huggingface,
serius  kenapa kamar ini penuh debu dan tidak ada yang bersihin,disgust,huggingface,
gak ada yang lebih menyakitkan daripada diperlakukan tidak adil oleh orang yang kita percayai,sadness,huggingface,
aku tidak bisa berhenti memikirkan betapa kotornya tempat umum ini,disgust,huggingface,
gak pernah ada yang benarbenar peduli sama apa yang aku rasain,sadness,huggingface,
tidak habis pikir kenapa barang ini berfungsi tidak sesuai sama deskripsinya,anger,huggingface,
tidak tahan lagi sama perasaan kecewa setiap kali keinginan ini tidak terwujud,anger,huggingface,
rasanya sangat bahagia ketika bisa menyelesaikan sesuatu dengan hasil yang memuaskan,joy,huggingface,
kesel banget karena kamu selalu bikin aku ngerasa sendirian dalam hubungan ini,anger,huggingface,
marah banget karena tidak ada peluang promosi meskipun aku udah bekerja keras,anger,huggingface,
rasanya menyenangkan bisa bekerja di lingkungan yang mendukung kreativitas,joy,huggingface,
sulit buat percaya pada keadilan ketika terusmenerus melihat ketidakadilan terjadi,sadness,huggingface,
kesel banget setiap kali aku ngerasa udah baikbaik aja selalu ada masalah baru,anger,huggingface,
rasanya ingin cepat sampai ke hari di mana kami saling bersumpah setia,anticipation,huggingface,
tidak tahan lihat orang yang tidak peduli sama kebersihan badannya,disgust,huggingface,
gagal di saat yang penting bikin aku kehilangan semangat,sadness,huggingface,
tidak ngerti kenapa ada orang yang tidak cuci tangan setelah makan,disgust,huggingface,
marah banget karena semua impian hidupku hancur satu per satu,anger,huggingface,
takut kalau tidak bisa bangkit lagi setelah jatuh berkalikali,fear,huggingface,
sering takut buat ngungkapin perasaan sebenarnya karena takut ditolak,fear,huggingface,
aku percaya bahwa kita bisa mengatasi semua rintangan yang ada,trust,huggingface,
jijik banget lihat orang makan sambil ngupil di depan umum,disgust,huggingface,
rasanya malu tiap kali gak bisa bantu keluarga karena uang gak cukup,sadness,huggingface,
tidak tahan lagi sama perasaan gagal terusmenerus dalam menjalani hidup,anger,huggingface,
semakin dekat hari suci semakin senang buat mendalami maknanya,anticipation,huggingface,
udah kasih yang terbaik tapi hasilnya tetap gak sesuai harapan,sadness,huggingface,
menyulam di sore hari bikin aku merasa rileks dan bahagia,joy,huggingface,
setiap hari aku semakin yakin bahwa memilih untuk percaya padamu adalah keputusan yang tepat,trust,huggingface,
aku masih ingat setiap detik bersamanya tapi sekarang semuanya tinggal kenangan,sadness,huggingface,
memasak makanan baru untuk keluarga selalu bikin hati ini bahagia,joy,huggingface,
semakin banyak dipikir semakin sakit hati ini,sadness,huggingface,
tidak ngerti kenapa ada orang yang nyaman dengan rumah yang penuh debu,disgust,huggingface,
tidak tahan melihat tumpukan pakaian kotor yang dibiarkan menumpuk di kamar,disgust,huggingface,
gagal di saat yang paling penting bikin semua terasa siasia,sadness,huggingface,
rasa takut ini seperti memenjarakan aku dalam ketidakpastian,fear,huggingface,
lihat orang yang tidak cuci tangan setelah dari toilet bikin mual,disgust,huggingface,
bahagia itu adalah ketika bisa menyelesaikan pekerjaan lebih cepat dari yang diharapkan,joy,huggingface,
kesel maksimal karena setiap kali aku dekat sama apa yang aku inginkan selalu ada halangan,anger,huggingface,
bahagia itu adalah ketika bisa mendengar kabar baik dari keluarga jauh,joy,huggingface,
kejamnya dunia ini bikin aku takut untuk berharap lebih,sadness,huggingface,
tidak sabar buat nyobain teknik knitting baru yang aku pelajari,anticipation,huggingface,
setiap keputusanmu selalu menunjukkan betapa tulusnya hatimu,trust,huggingface,
berhasil mencapai target kerja bikin hatiku penuh kebahagiaan,joy,huggingface,
rasa takut ini begitu besar hingga membuatku merasa sangat tertekan,fear,huggingface,
kesel banget level yang ini susah banget dan udah nyoba berkalikali tetap tidak bisa lolos,anger,huggingface,
marah banget karena bahan buat hobi ini selalu habis sebelum aku bisa beli,anger,huggingface,
gak pernah nyangka hubungan kita akan berakhir seperti ini,sadness,huggingface,
semakin mendekati hari besar semakin tidak sabar buat lihat hasil akhir,anticipation,huggingface,
bahagia itu ketika bisa mendengar suara hujan di malam hari yang sunyi,joy,huggingface,
dunia ini cuma peduli sama orang yang berkuasa dan melupakan yang lemah,sadness,huggingface,
kebahagiaan adalah ketika bisa melakukan hobi yang disukai tanpa gangguan,joy,huggingface,
sedih banget ditinggal pas lagi sayangsayangnya,sadness,huggingface,
sedih lihat berita tentang perusakan lingkungan,sadness,huggingface,
aku percaya kita akan selalu menemukan jalan untuk bersama,trust,huggingface,
aku merasa bahagia ketika bisa mendengarkan lagu favorit di tengah kesibukan,joy,huggingface,
kepercayaan ini akan membawa kita pada kesuksesan yang lebih besar,trust,huggingface,
rasanya ingin langsung tahu hasil review dari meeting kemarin,anticipation,huggingface,
rasanya bahagia banget bisa paham materi dan menyelesaikan tugas dengan lancar,joy,huggingface,
rasa takut ini membuatku merasa seperti tidak ada harapan untuk hari esok,fear,huggingface,
aku takut tidak bisa mengendalikan situasi dan kehilangan segalanya,fear,huggingface,
serius  lihat kamar mandi umum yang tidak terurus bikin jijik,disgust,huggingface,
kadang ngerasa dunia ini terlalu gelap dan gak ada tempat untuk cahaya,sadness,huggingface,
tidak tahan lagi sama sikap kamu yang selalu menyepelekan perasaan aku,anger,huggingface,
rasanya capek terus berharap dapat perhatian tapi gak pernah ada,sadness,huggingface,
rasanya seperti ada yang salah dengan hidupku tapi aku tidak tahu apa itu,fear,huggingface,
serius kenapa dapur ini penuh dengan minyak dan noda bikin tidak selera makan,disgust,huggingface,
kesel banget karena kerjaan aku selalu dianggap sepele oleh rekan kerja,anger,huggingface,
aku merasa takut setiap kali harus mengambil langkah maju dalam hidup,fear,huggingface,
aku percaya semua ini akan berakhir dengan baik karena kita bekerja sama,trust,huggingface,
aku bahagia banget karena bisa berenang di kolam renang hari ini,joy,huggingface,
setiap hari penuh dengan kecemasan dan rasa takut yang tidak bisa aku kendalikan,fear,huggingface,
sungguh menjijikkan melihat tumpukan sampah di tempat umum yang tidak diurus,disgust,huggingface,
makan di tempat baru dan ternyata makanannya enak bikin aku senang banget,joy,huggingface,
aku masih merindukan kehadiranmu meski hubungan kita udah berakhir,sadness,huggingface,
tidak sabar buat menghadapi dunia baru setelah perubahan ini terjadi,anticipation,huggingface,
setiap saat bersamamu membuatku merasa tenang,trust,huggingface,
rasanya sakit banget melihat orang yang gak bersalah harus menanggung akibat dari ketidakadilan,sadness,huggingface,
setiap langkah kecil yang kita ambil adalah bukti dari komitmen kita,trust,huggingface,
tidak tahan dengan bau menyengat dari tempat sampah ini,disgust,huggingface,
sulit banget nerima kenyataan kalau aku gagal lagi,sadness,huggingface,
aku tahu kita bisa mengatasi semua masalah dengan komunikasi yang baik,trust,huggingface,
kepercayaan ini memberikan kekuatan untuk terus maju,trust,huggingface,
tidak habis pikir kenapa alatalat hobiku selalu cepat rusak,anger,huggingface,
rasa takut ini begitu besar hingga membuatku sulit untuk berpikir jernih,fear,huggingface,
tidak sabar buat ikut workshop fotografi akhir pekan ini,anticipation,huggingface,
aku yakin kita bisa mengatasi semua rintangan yang ada,trust,huggingface,
aku gak akan pernah lupa senyum terakhir ayah sebelum beliau pergi,sadness,huggingface,
gugup banget nunggu kabar penting yang akan datang minggu depan,anticipation,huggingface,
marah banget karena sepertinya tidak ada jalan menuju keinginan yang aku citacitakan,anger,huggingface,
kenapa ada orang yang buang air kecil sembarangan di tempat umum bikin jijik,disgust,huggingface,
aku percaya bahwa kita bisa mencapai semua impian kita bersama,trust,huggingface,
rasanya kesel banget karena kamu tidak pernah serius dengan janjijanji kamu,anger,huggingface,
kesel maksimal tiap kali mau menang lawan selalu pakai cheat,anger,huggingface,
marah banget karena rekan kerja tidak pernah mau kerja sama selalu egois,anger,huggingface,
marah banget karena meskipun aku udah berusaha keras hidup tidak pernah berpihak,anger,huggingface,
lihat video orang bersihin telinga terus kotorannya banyak banget,disgust,huggingface,
rasanya makin tidak tenang setiap kali mendekati hari yang ditunggu,anticipation,huggingface,
aku yakin semua ini adalah bagian dari perjalanan yang indah bersama,trust,huggingface,
aku yakin hubungan ini akan terus bertahan karena kita saling percaya,trust,huggingface,
aku merasa beruntung memiliki seseorang yang bisa kupercaya sepertimu,trust,huggingface,
serius makanan di restoran ini tidak layak makan bikin mual banget,disgust,huggingface,
gugup banget nunggu momen penting yang bisa bawa aku lebih dekat ke impian,anticipation,huggingface,
tidak sabar buat melihat dia di altar saat kita mengucapkan janji seumur hidup,anticipation,huggingface,
aku tidak bisa berhenti berpikir tentang betapa kotor tempat ini,disgust,huggingface,
aku tidak tahan lihat rambut rontok berserakan di lantai,disgust,huggingface,
kepercayaan ini membuat hubungan kita semakin erat,trust,huggingface,
tidak sabar keluar dari pekerjaan ini yang tidak pernah memberi penghargaan,anger,huggingface,
tidak sabar buat merasakan hasil dari semua usaha untuk keinginan ini,anticipation,huggingface,
takut mengecewakan harapan orang tua,sadness,huggingface,
aku tidak pernah meragukan keputusanku untuk percaya padamu sejak pertama kali,trust,huggingface,
tidak tahan lagi sama game ini yang sering ngelag di saat kritis,anger,huggingface,
jijik banget lihat orang batuk batuk di restoran tanpa tutup mulut,disgust,huggingface,
aku bahagia karena bisa menghadapi tantangan di tempat kerja dengan baik,joy,huggingface,
rasanya ingin cepat ngelewatin hari ini biar bisa ketemu dia,anticipation,huggingface,
tidak tahan lagi sama sikap kamu yang cuek dan tidak peka,anger,huggingface,
aku merasa sangat takut untuk menghadapi kenyataan yang ada di depanku,fear,huggingface,
malam ini tidak bisa tenang besok ada event penting banget,anticipation,huggingface,
tidak ngerti kenapa ada orang yang buang sampah sembarangan di pantai,disgust,huggingface,
marah sama diri sendiri karena terlalu berharap banyak sama orang lain,anger,huggingface,
takut gagal udah jadi penghalang buat setiap keputusan besar,fear,huggingface,
aku yakin kita bisa mencapai semua impian kita jika saling mendukung,trust,huggingface,
marah banget karena rekan kerja yang tidak kompeten selalu bikin masalah,anger,huggingface,
makan pagi dengan roti panggang dan kopi bikin hariku dimulai dengan bahagia,joy,huggingface,
tidak ngerti kenapa orang tidak sikat gigi sebelum makan,disgust,huggingface,
merasakan kehangatan sinar matahari di pagi hari membuatku merasa bahagia,joy,huggingface,
aku percaya bahwa kita bisa saling melengkapi satu sama lain,trust,huggingface,
setiap pengalaman bersamamu mengajarkan arti kepercayaan yang sejati,trust,huggingface,
aku merasa bahagia saat mendapat ucapan terima kasih atas bantuan yang aku berikan,joy,huggingface,
rasanya ingin mati aja,sadness,huggingface,
marah banget karena setiap kali mau mulai hobi selalu ada aja gangguan,anger,huggingface,
rasanya dunia ini gak adil selalu ada yang tersakiti tanpa alasan,sadness,huggingface,
kesel maksimal karena setiap kali aku berharap lebih hasilnya selalu tidak sesuai,anger,huggingface,
setiap kata yang kamu ucapkan selalu membuatku merasa percaya,trust,huggingface,
aku tidak tahan lihat makanan basi dibiarkan terbuka di meja dapur,disgust,huggingface,
jijik banget lihat sepatu penuh lumpur diletakkan di dalam rumah,disgust,huggingface,
rasa takut ini membuatku merasa seperti aku tidak pernah cukup baik,fear,huggingface,
rasanya bahagia bisa menikmati camilan favorit sambil menonton film,joy,huggingface,
tidak tahan sama bau badan orang di sebelah di kereta,disgust,huggingface,
aku terus berharap ini cuma mimpi buruk dan dia masih ada di sini,sadness,huggingface,
setiap hari ngerasa kehilangan karena hubungan ini gak berjalan sesuai harapan,sadness,huggingface,
rasanya ingin lepas kendali saking marahnya hari ini,anger,huggingface,
bekerja dari rumah sambil mendengarkan musik bikin aku merasa tenang dan bahagia,joy,huggingface,
rasanya ingin cepat ngelewatin semua ini dan sampai ke hari janji suci,anticipation,huggingface,
kenapa ketidakadilan ini terus terjadi padahal semua orang tahu itu salah,sadness,huggingface,
waktu berjalan lambat banget rasanya nunggu hari besar,anticipation,huggingface,
tidak sabar buat lihat hasil yang bagus dari hobiku tapi selalu gagal,anger,huggingface,
aku tidak pernah meragukanmu karena kepercayaan ini telah terbangun,trust,huggingface,
rasanya tidak sabar banget menunggu datangnya bulan suci ini,anticipation,huggingface,
takut banget kehilangan orangorang yang aku sayang padahal mereka tidak tahu itu,fear,huggingface,
aku bahagia karena hari ini aku berhasil merampungkan semua target kerja,joy,huggingface,
aku kesel banget karena kamu lebih milih main game daripada menghabiskan waktu sama aku,anger,huggingface,
bekerja dengan fokus penuh bikin harihariku di kantor terasa produktif dan menyenangkan,joy,huggingface,
gugup tiap kali mikirin apa yang akan terjadi besok,anticipation,huggingface,
gugup banget nunggu momen janji suci yang akan meresmikan cinta kami,anticipation,huggingface,
rasanya bahagia ketika bisa menghabiskan waktu bersama temanteman tanpa terburuburu,joy,huggingface,
jijik banget lihat makanan yang udah basi tapi masih dimakan,disgust,huggingface,
jijik banget lihat makanan basi dibiarkan di dapur,disgust,huggingface,
rasanya sangat memuaskan bisa mengalahkan lawan di game kompetitif,joy,huggingface,
tidak ngerti kenapa ada orang yang tidak sikat gigi sebelum tidur,disgust,huggingface,
kepercayaan ini membuatku merasa bahwa kita bisa mengatasi segalanya,trust,huggingface,
bahagia itu adalah saat bisa menyelesaikan tugas dengan cepat dan efisien,joy,huggingface,
ingin cepat tahu bagaimana hasil kerja tim di presentasi besar nanti,anticipation,huggingface,
rasanya tidak sabar banget nunggu hari pertama kerja di kantor baru,anticipation,huggingface,
rasanya ingin langsung skip hari ini dan sampai ke hari besok,anticipation,huggingface,
rasa percayaku padamu tumbuh setiap hari karena kamu selalu bisa diandalkan,trust,huggingface,
kerja keras siang malam tapi tetap aja gak bisa nabung,sadness,huggingface,
ngebayangin apa yang akan terjadi besok bikin aku gugup terus,anticipation,huggingface,
aku yakin kita bisa mencapai apapun jika saling percaya seperti ini,trust,huggingface,
bekerja dengan passion bikin aku merasa lebih hidup dan bahagia setiap hari,joy,huggingface,
kesel maksimal karena barang yang aku terima ternyata bekas padahal beli baru,anger,huggingface,
sering ngerasa takut gagal padahal semua orang pasti pernah gagal,fear,huggingface,
aku percaya kita bisa mencapai tujuan bersama jika saling mendukung,trust,huggingface,
kesel maksimal pengiriman barang lama banget padahal udah bayar lebih untuk ekspres,anger,huggingface,
gugup tiap kali nunggu pesan dari dia masuk,anticipation,huggingface,
aku tidak pernah meragukanmu karena kepercayaan ini sudah tumbuh begitu kuat,trust,huggingface,
setiap bulan cuma bisa berharap ada cukup uang buat nutup semua kebutuhan,sadness,huggingface,
takut kalau ternyata apa yang aku inginkan selama ini bukanlah yang terbaik buatku,fear,huggingface,
secangkir kopi hangat di pagi yang tenang bikin hari ini terasa sempurna,joy,huggingface,
aku takut membuat kesalahan dan kehilangan semuanya,fear,huggingface,
gak pernah kepikiran harus hidup tanpa dia,sadness,huggingface,
kenapa cobaan hidup gak ada habisnya,sadness,huggingface,
gak ada yang lebih menyakitkan daripada melihat orang yang kamu cintai menyerah pada hubungan kalian,sadness,huggingface,
kesel banget karena semua rencana buat capai keinginan ini gagal total,anger,huggingface,
kebahagiaan sederhana adalah berjalan di taman dan merasakan angin sepoisepoi,joy,huggingface,
tidak sabar buat mencoba peralatan camping baru akhir pekan ini,anticipation,huggingface,
rasanya tidak sabar buat tahu hasil dari usaha keras selama ini,anticipation,huggingface,
melihat ketidakadilan di sekitar bikin aku merasa hampa,sadness,huggingface,
ketidakadilan ini bikin aku ngerasa dunia ini gak pernah adil sama sekali,sadness,huggingface,
semoga cepat dapat jawabannya karena rasanya sudah tidak bisa fokus lagi,anticipation,huggingface,
aku masih merindukan suara dan tawanya setiap hari,sadness,huggingface,
setiap langkah yang kita ambil adalah bentuk dari rasa percaya ini,trust,huggingface,
sering ngerasa takut tidak bisa jadi orang yang bisa diandalkan,fear,huggingface,
kadang ngerasa udah di ujung jalan gak tau lagi bagaimana cara buat keluar dari masalah ini,sadness,huggingface,
kebahagiaan itu adalah bisa berbagi cerita seru dengan sahabat,joy,huggingface,
terlalu banyak kejahatan di dunia ini dan gak ada yang bisa menghentikannya,sadness,huggingface,
aku yakin kehadiranmu membuat segalanya lebih baik,trust,huggingface,
rasa takut bikin aku sering menghindar dari kesempatan yang ada,fear,huggingface,
rasanya gugup banget nunggu hari besar yang penuh cinta dan janji suci,anticipation,huggingface,
aku merasa sangat takut untuk memulai sesuatu yang baru dalam hidupku,fear,huggingface,
jijik banget lihat orang tidak cuci kaki sebelum tidur,disgust,huggingface,
aku kesel banget karena kamu tidak pernah serius setiap kali kita ngomongin hubungan ini,anger,huggingface,
rasa takut ini membuatku merasa seperti tidak ada masa depan yang jelas,fear,huggingface,
marah banget karena selalu harus ngalah terusterusan tanpa henti,anger,huggingface,
gugup banget menunggu kepastian yang bisa datang kapan saja,anticipation,huggingface,
kenapa ya ada orang yang nyaman hidup di tempat yang kotor banget,disgust,huggingface,
pikiranku terus ke hal yang aku tunggu ini rasanya semakin mendebarkan,anticipation,huggingface,
sungguh tidak tahan sama kondisi toilet umum yang super jorok,disgust,huggingface,
aku sangat takut dengan apa yang akan terjadi selanjutnya,fear,huggingface,
setiap langkah kecil yang kita ambil adalah bentuk dari rasa percaya ini,trust,huggingface,
kenapa sih orang tidak bisa jaga kebersihan diri benarbenar bikin muak,disgust,huggingface,
kesel karena selalu harus lembur padahal pekerjaan bisa diselesaikan tepat waktu,anger,huggingface,
marah banget karena dunia ini lebih menghargai mereka yang punya kekuasaan daripada yang punya hati,anger,huggingface,
rasanya udah tidak tahan lagi sama situasi yang terusmenerus bikin emosi,anger,huggingface,
rasanya gak pernah cukup dapat perhatian atau kasih sayang dari siapa pun,sadness,huggingface,
aku percaya kamu akan selalu ada untuk mendukung apapun yang aku lakukan,trust,huggingface,
kepercayaan ini adalah pondasi yang kuat untuk masa depan kita,trust,huggingface,
aku takut bahwa aku tidak akan pernah menemukan jalan keluar dari semua ini,fear,huggingface,
gak ada yang lebih menyakitkan daripada melihat hubungan yang kamu jaga hancur begitu saja,sadness,huggingface,
kepercayaan ini membuat segalanya menjadi lebih mudah untuk kita hadapi bersama,trust,huggingface,
merasakan kebahagiaan saat bisa menikmati keindahan alam dengan tenang,joy,huggingface,
setiap tindakanmu selalu menunjukkan betapa tulusnya hatimu,trust,huggingface,
tidak tahan sama bau busuk dari tempat sampah di depan rumah,disgust,huggingface,
lihat orang pakai handuk yang sama dengan orang lain,disgust,huggingface,
kegagalan ini ninggalin luka yang dalam banget,sadness,huggingface,
ingin banget ngerasain dicintai dan disayangi tanpa syarat,sadness,huggingface,
rasanya sangat bahagia ketika bisa membuat seseorang tertawa lepas,joy,huggingface,
aku merasa bahagia saat bisa menyelesaikan semua pekerjaan lebih awal dari yang dijadwalkan,joy,huggingface,
marah banget karena server down pas lagi main sama temanteman,anger,huggingface,
aku tahu kita bisa mencapai semua impian kita jika terus saling percaya,trust,huggingface,
aku percaya kamu akan selalu memberi yang terbaik dalam hubungan ini,trust,huggingface,
aku yakin kita bisa mencapai kesuksesan bersama jika saling mendukung,trust,huggingface,
tidak ngerti kenapa kamu selalu cuek padahal aku udah berusaha maksimal,anger,huggingface,
marah karena kamu tidak pernah mau berkompromi dan selalu maunya menang sendiri,anger,huggingface,
tidak sabar buat merasakan hasil dari perubahan yang akan segera terjadi,anticipation,huggingface,
marah banget setiap kali selesai kerjaan malah selalu ada revisi yang tidak jelas,anger,huggingface,
tidak bisa tenang karena nunggu feedback dari atasan tentang ide baru ini,anticipation,huggingface,
bahagia itu saat bisa menonton film favorit sambil bersantai di sofa,joy,huggingface,
ingin cepat tahu apakah keinginan besar ini akan terwujud atau tidak,anticipation,huggingface,
kenapa ada orang yang buang sampah sembarangan di jalan,disgust,huggingface,
setiap langkah yang kamu ambil adalah langkah yang penuh keyakinan,trust,huggingface,
tidak tahan lagi sama kebiasaan kamu yang selalu bikin masalah jadi lebih besar,anger,huggingface,
tidak sabar buat melihat efek dari keputusan yang sudah aku buat,anticipation,huggingface,
takut kalau ternyata orangorang tidak sepeduli yang aku pikirkan,fear,huggingface,
rasa takut ini membuatku merasa seperti tidak pernah cukup baik untuk apapun,fear,huggingface,
aku tahu kita akan melalui semua ini bersama karena kita saling percaya,trust,huggingface,
nginjek kulit pisang pas lagi buru buru,disgust,huggingface,
aku merasa sangat bahagia bisa membaca komik favorit sepanjang hari,joy,huggingface,
tidak sabar banget mau tahu kabar besok rasanya menunggu bikin hati tidak tenang,anticipation,huggingface,
lihat orang kentut sembarangan di tempat umum,disgust,huggingface,
tidak ngerti kenapa ada orang yang bisa makan di tempat yang kotor,disgust,huggingface,
tidak tahan lagi sama produk ini yang bikin aku kecewa sejak pertama kali pakai,anger,huggingface,
bahagia itu adalah ketika bisa membuat perbedaan positif dalam hidup seseorang,joy,huggingface,
makan bersama sahabat sambil tertawa bareng bikin hariku terasa sempurna,joy,huggingface,
serius  kenapa lantai ini licin banget karena penuh minyak,disgust,huggingface,
kadang ngerasa aku gak pernah jadi prioritas buat siapa pun,sadness,huggingface,
rasanya sangat bahagia ketika bisa berbagi makanan dengan orang yang membutuhkan,joy,huggingface,
tidak tahan lagi lihat ketidakadilan di sekeliling yang terus terjadi,anger,huggingface,
kesel maksimal karena barang yang aku beli ternyata tidak asli,anger,huggingface,
aku merasa bahagia karena hari ini aku berhasil mencapai target yang aku tetapkan,joy,huggingface,
aku percaya kamu akan selalu berusaha untuk menjaga hubungan ini,trust,huggingface,
setiap pengalaman bersamamu mengajarkan arti sejati dari kepercayaan,trust,huggingface,
tidak sabar buat terima penghargaan kinerja tahun ini,anticipation,huggingface,
rasanya bahagia bisa menonton film favorit di akhir pekan,joy,huggingface,
pikiranku terus ke hal ini tidak sabar buat segera mengetahuinya,anticipation,huggingface,
kehilangan orang tua itu seperti kehilangan cahaya dalam hidup,sadness,huggingface,
aku masih berharap hubungan kita bisa diselamatkan meski sepertinya udah terlambat,sadness,huggingface,
mengapa orang merasa oke dengan tidak menjaga kebersihan diri mereka sendiri,disgust,huggingface,
marah banget karena kamu tidak pernah mau dengerin apa yang sebenarnya aku butuhkan,anger,huggingface,
ngitung hari terus karena tidak sabar untuk segera beribadah di hari suci ini,anticipation,huggingface,
bertemu dengan teman lama hari ini bikin hati terasa sangat bahagia,joy,huggingface,
aku percaya kita akan menemukan jalan terbaik karena kita saling mendukung,trust,huggingface,
pikiranku terus ke project kerajinan tangan ini tidak sabar buat lanjut besok,anticipation,huggingface,
aku yakin kita akan terus tumbuh bersama dalam cinta dan kepercayaan,trust,huggingface,
kepercayaan yang kita miliki adalah hal yang tidak bisa diukur dengan apapun,trust,huggingface,
kenapa ya semakin dekat sama tujuan semakin besar juga rasa takutnya,fear,huggingface,
tidak tahan sama orang yang batuk tanpa tutup mulut di tempat umum,disgust,huggingface,
setiap hari cuma bisa berharap semoga ada rezeki lebih buat nutup kebutuhan,sadness,huggingface,
nemu diary lama isinya tulisan waktu patah hati dulu rasanya masih sama aja seperti dulu,sadness,huggingface,
kesel banget karena usulanku selalu diabaikan padahal aku udah kerja keras,anger,huggingface,
lingkungan yang dipenuhi dengan sisa makanan di lantai membuatku merasa tidak nyaman,disgust,huggingface,
tidak sabar buat sampai ke bagian seru tapi buku ini jalannya lambat banget,anger,huggingface,
rasanya ingin cepat lihat laporan penjualan bulan ini,anticipation,huggingface,
gugup tiap kali mikirin hari di mana kami akan saling bersumpah setia,anticipation,huggingface,
tidak tahan sama bau kaki orang di sebelahku di kereta,disgust,huggingface,
tidak ngerti kenapa ada orang yang buang sampah dari jendela mobil,disgust,huggingface,
takut kecewa bikin aku sering tidak berani ambil risiko,fear,huggingface,
aku takut semua yang aku bangun akan hancur dalam sekejap mata,fear,huggingface,
sering merasa takut kalau langkah yang aku ambil malah menjauhkan dari mimpimimpiku,fear,huggingface,
gak pernah ada sisa uang buat ditabung semuanya habis buat kebutuhan seharihari,sadness,huggingface,
rasanya menyenangkan banget bisa unlock achievement baru di game,joy,huggingface,
gugup nunggu rilis episode baru dari serial favoritku,anticipation,huggingface,
lihat story mantan lagi bahagiabahagia aja kok aku yang sedih ya,sadness,huggingface,
rasa takut ini membuatku merasa sangat sulit untuk menjalani hidup dengan normal,fear,huggingface,
takut banget tidak bisa memenuhi harapan semua orang di sekitarku,fear,huggingface,
