normalize_text;teks_no_stop;teks_final;label;label_id
tidak sabar melihat dampak positif yang mungkin datang dari perubahan ini;sabar melihat dampak positif mungkin datang perubahan;sabar lihat dampak positif mungkin datang ubah;anticipation;1
marah banget karena dunia ini tidak pernah benarbenar berubah selalu penuh kebohongan;marah banget dunia tidak pernah benarbenar berubah selalu penuh kebohongan;marah banget dunia tidak pernah benarbenar ubah selalu penuh bohong;anger;0
setiap hari rasanya seperti berjalan tanpa arah karena kehilangan dia;hari rasanya berjalan arah kehilangan;hari rasa jalan arah hilang;sadness;5
tidak habis pikir kenapa hasil karyaku dari hobi ini selalu gagal;habis pikir hasil karyaku hobi selalu gagal;habis pikir hasil karya hobi selalu gagal;anger;0
aku benarbenar tidak tahan sama bau badan orang di ruang tertutup ini sungguh menjijikkan;aku benarbenar tahan sama bau badan orang ruang tertutup sungguh menjijikkan;aku benarbenar tahan sama bau badan orang ruang tutup sungguh jijik;disgust;2
aku merasa sangat tidak nyaman dengan suasana kamar mandi yang jorok;aku merasa sangat nyaman suasana kamar mandi jorok;aku rasa sangat nyaman suasana kamar mandi jorok;disgust;2
aku merasa sangat bahagia ketika bisa berkebun di halaman rumah;aku merasa sangat bahagia bisa berkebun halaman rumah;aku rasa sangat bahagia bisa kebun halaman rumah;joy;4
tidak habis pikir kenapa alatalat hobiku selalu tidak berfungsi dengan baik;habis pikir alatalat hobiku selalu berfungsi baik;habis pikir alatalat hobi selalu fungsi baik;anger;0
tidak tahan sama bau apek di ruangan ini;tahan sama bau apek ruangan;tahan sama bau apek ruang;disgust;2
kesel banget padahal udah baca setengah buku tapi ceritanya tidak berkembang;kesel banget padahal baca setengah buku ceritanya berkembang;kesel banget padahal baca tengah buku cerita kembang;anger;0
gak ada yang peduli sama aku;ada peduli sama aku;ada peduli sama aku;sadness;5
serius kenapa ada orang yang ngebuang sampah di jalan sambil jalan kaki;serius ada orang ngebuang sampah jalan jalan kaki;serius ada orang ngebuang sampah jalan jalan kaki;disgust;2
beneran tidak tahan lihat orang yang bersin tanpa menutup mulut di depan umum;beneran tahan lihat orang bersin menutup mulut depan umum;beneran tahan lihat orang bersin tutup mulut depan umum;disgust;2
aku merasa sangat bahagia karena bisa berbagi momen bahagia dengan keluarga;aku merasa sangat bahagia bisa berbagi momen bahagia keluarga;aku rasa sangat bahagia bisa bagi momen bahagia keluarga;joy;4
tidak sabar buat surprise yang aku rencanain buat dia minggu depan;sabar buat surprise aku rencanain buat minggu depan;sabar buat surprise aku rencanain buat minggu depan;anticipation;1
dia mungkin udah gak ada tapi kenangannya selalu ada;mungkin tidak tapi kenangannya selalu;mungkin tidak tapi kenang selalu;sadness;5
setiap pengalaman bersamamu menambah keyakinanku pada cinta ini;pengalaman bersamamu menambah keyakinanku cinta;alam sama tambah yakin cinta;trust;6
setiap kata yang kamu ucapkan selalu membuatku merasa nyaman;kata kamu ucapkan selalu membuatku merasa nyaman;kata kamu ucap selalu buat rasa nyaman;trust;6
lihat orang makan pakai piring kotor;lihat orang makan pakai piring kotor;lihat orang makan pakai piring kotor;disgust;2
kesel banget karena setiap kali aku berharap lebih hidup malah kasih kekecewaan;kesel banget setiap kali aku berharap lebih hidup malah kasih kekecewaan;kesel banget tiap kali aku harap lebih hidup malah kasih kecewa;anger;0
kesel maksimal hidup ini tidak pernah adil sama sekali;kesel maksimal hidup tidak pernah adil sama sekali;kesel maksimal hidup tidak pernah adil sama sekali;anger;0
tidak ngerti kenapa ada orang yang nyaman hidup di tempat yang kotor;ngerti ada orang nyaman hidup tempat kotor;ngerti ada orang nyaman hidup tempat kotor;disgust;2
kasih sayang itu hal yang langka buat aku rasanya selalu kurang;kasih sayang hal langka buat aku rasanya selalu kurang;kasih sayang hal langka buat aku rasa selalu kurang;sadness;5
sedih banget lihat hewanhewan terlantar di jalanan;sedih banget lihat hewanhewan terlantar jalanan;sedih banget lihat hewanhewan lantar jalan;sadness;5
aku merasa sangat jijik dengan kebiasaan orang yang tidak jaga kebersihan kamar mandi;aku merasa sangat jijik kebiasaan orang tidak jaga kebersihan kamar mandi;aku rasa sangat jijik biasa orang tidak jaga bersih kamar mandi;disgust;2
rasa takut ini begitu besar hingga aku merasa tidak ada yang bisa mengerti aku;rasa takut begitu besar hingga aku merasa ada bisa mengerti aku;rasa takut begitu besar hingga aku rasa ada bisa erti aku;fear;3
aku merasa sangat jijik dengan kondisi baju yang bau karena tidak dicuci selama berharihari;aku merasa sangat jijik kondisi baju bau tidak dicuci selama berharihari;aku rasa sangat jijik kondisi baju bau tidak cuci lama berharihari;disgust;2
aku percaya kita bisa menyelesaikan setiap tantangan dengan baik;aku percaya bisa menyelesaikan tantangan baik;aku percaya bisa selesai tantang baik;trust;6
tidak tahan lagi menghadapi orangorang yang tidak bisa menghargai usaha orang lain;tahan menghadapi orangorang tidak menghargai usaha orang;tahan hadap orangorang tidak harga usaha orang;anger;0
susah banget ngelupain kenangan sama mantan rasanya masih membekas banget;susah banget ngelupain kenangan sama mantan rasanya membekas banget;susah banget ngelupain kenang sama mantan rasa bekas banget;sadness;5
marah banget karena keputusan tim sering diambil tanpa konsultasi dengan semua orang;marah banget keputusan tim sering diambil konsultasi semua orang;marah banget putus tim sering ambil konsultasi semua orang;anger;0
marah banget karena setiap kali hampir menang tibatiba game ngefreeze;marah banget setiap kali hampir menang tibatiba game ngefreeze;marah banget tiap kali hampir menang tibatiba game ngefreeze;anger;0
marah banget karena dunia ini selalu memperlakukan orang baik dengan ketidakadilan;marah banget dunia selalu memperlakukan orang baik ketidakadilan;marah banget dunia selalu laku orang baik ketidakadilan;anger;0
gugup setiap hari karena menunggu apakah keinginan ini akan tercapai;gugup hari menunggu keinginan akan tercapai;gugup hari tunggu ingin akan capai;anticipation;1
nemu bulu ketek di ketiak baju baru;nemu bulu ketek ketiak baju baru;nemu bulu ketek ketiak baju baru;disgust;2
jadi takut kehilangan orangorang yang aku sayang;jadi takut kehilangan orangorang aku sayang;jadi takut hilang orangorang aku sayang;sadness;5
bermain game balapan bikin adrenalin naik dan aku merasa sangat bahagia;bermain game balapan membuat adrenalin naik aku merasa sangat bahagia;main game balap buat adrenalin naik aku rasa sangat bahagia;joy;4
kepercayaan ini adalah dasar dari setiap langkah yang kita ambil;kepercayaan adalah dasar setiap langkah kita ambil;percaya adalah dasar tiap langkah kita ambil;trust;6
rasanya sedih banget tiap kali gak ada yang tanya bagaimana kabarku atau apa yang aku rasain;rasanya sedih banget tiap kali ada tanya bagaimana kabarku apa aku rasain;rasa sedih banget tiap kali ada tanya bagaimana kabar apa aku rasain;sadness;5
aku bahagia karena bisa belajar keterampilan baru selama bekerja hari ini;aku bahagia bisa belajar keterampilan baru selama bekerja hari;aku bahagia bisa ajar terampil baru lama kerja hari;joy;4
rasa percaya ini adalah bukti bahwa hubungan kita sangat kuat dan tulus;rasa percaya adalah bukti hubungan sangat kuat tulus;rasa percaya adalah bukti hubung sangat kuat tulus;trust;6
tidak habis pikir kenapa hidup ini tidak pernah kasih aku kesempatan buat bahagia;habis pikir hidup tidak pernah kasih aku kesempatan buat bahagia;habis pikir hidup tidak pernah kasih aku sempat buat bahagia;anger;0
gagal bikin aku ngerasa udah gak punya harapan lagi;gagal membuat aku ngerasa tidak punya harapan;gagal buat aku ngerasa tidak punya harap;sadness;5
rasanya ingin marah karena hal ini berulang terus tanpa solusi;rasanya marah hal berulang terus solusi;rasa marah hal ulang terus solusi;anger;0
kadang takut kalau semua keputusan yang aku ambil malah menjauhkan dari kebahagiaan;kadang takut kalau semua keputusan aku ambil malah menjauhkan kebahagiaan;kadang takut kalau semua putus aku ambil malah jauh bahagia;fear;3
rasanya bahagia banget bisa menikmati waktu luang untuk diriku sendiri;rasanya bahagia banget menikmati waktu luang diriku sendiri;rasa bahagia banget nikmat waktu luang diri sendiri;joy;4
aku merasa takut setiap kali harus menghadapi kenyataan yang tidak aku inginkan;aku merasa takut kali menghadapi kenyataan tidak aku inginkan;aku rasa takut kali hadap nyata tidak aku ingin;fear;3
aku merasa sangat takut untuk mengambil keputusan yang besar dalam hidupku;aku merasa sangat takut mengambil keputusan besar hidupku;aku rasa sangat takut ambil putus besar hidup;fear;3
rasanya tidak sabar buat menjalani hidup bersama dia setelah hari janji suci ini;rasanya sabar buat menjalani hidup bersama setelah hari janji suci;rasa sabar buat jalan hidup sama telah hari janji suci;anticipation;1
ngitung jam terus karena tidak sabar buat ikut kelas seni rupa malam ini;ngitung jam terus tidak sabar buat ikut kelas seni rupa malam;ngitung jam terus tidak sabar buat ikut kelas seni rupa malam;anticipation;1
gugup nunggu hasil tender apakah kita akan menang atau tidak;gugup nunggu hasil tender kita menang tidak;gugup nunggu hasil tender kita menang tidak;anticipation;1
lihat orang minum dari botol yang sama dengan orang lain;lihat orang minum botol sama orang;lihat orang minum botol sama orang;disgust;2
aku tahu kita bisa mencapai semua impian karena kita saling percaya;aku tahu bisa mencapai semua impian kita saling percaya;aku tahu bisa capai semua impi kita saling percaya;trust;6
ngitung hari terus karena tidak sabar buat melihat dia di hari janji suci kami;ngitung hari terus tidak sabar buat melihat di hari janji suci;ngitung hari terus tidak sabar buat lihat di hari janji suci;anticipation;1
rasanya ingin cepat mulai bikin komik dari ide yang aku dapat;rasanya cepat mulai membuat komik ide aku;rasa cepat mulai buat komik ide aku;anticipation;1
aku merasa bahagia saat mendengar berita baik dari teman dekat;aku merasa bahagia mendengar berita baik teman dekat;aku rasa bahagia dengar berita baik teman dekat;joy;4
nemu rambut di sisir orang lain;nemu rambut sisir orang;nemu rambut sisir orang;disgust;2
ingin banget ada yang perhatian tanpa harus aku minta atau berusaha keras;banget yang perhatian harus aku minta berusaha keras;banget yang perhati harus aku minta usaha keras;sadness;5
aku takut bahwa semua orang akan meninggalkan aku pada akhirnya;aku takut semua orang meninggalkan aku akhirnya;aku takut semua orang tinggal aku akhir;fear;3
aku tidak bisa menghilangkan perasaan takut ini meski aku tahu semuanya baikbaik saja;aku bisa menghilangkan perasaan takut meski aku tahu semuanya baikbaik;aku bisa hilang asa takut meski aku tahu semua baikbaik;fear;3
bahagia itu ketika mendapatkan kabar baik dari orang yang jauh;bahagia ketika mendapatkan kabar baik orang jauh;bahagia ketika dapat kabar baik orang jauh;joy;4
masih berharap ini cuma mimpi buruk dan ibu masih ada di sini;berharap cuma mimpi buruk ibu ada sini;harap cuma mimpi buruk ibu ada sini;sadness;5
aku tidak pernah merasa ragu karena kepercayaan ini sudah terbangun;aku pernah merasa ragu kepercayaan sudah terbangun;aku pernah rasa ragu percaya sudah bangun;trust;6
tidak bisa tidur karena besok ada kejutan yang dinantikan;bisa tidur besok kejutan dinantikan;bisa tidur besok kejut nanti;anticipation;1
aku jijik banget lihat orang tidak sikat gigi sebelum tidur bagaimana bisa sih;aku jijik banget lihat orang sikat gigi tidur bagaimana sih;aku jijik banget lihat orang sikat gigi tidur bagaimana sih;disgust;2
aku percaya bahwa hubungan ini akan terus tumbuh karena kita berkomitmen untuk saling percaya;aku percaya hubungan akan terus tumbuh kita berkomitmen saling percaya;aku percaya hubung akan terus tumbuh kita komitmen saling percaya;trust;6
gugup nunggu hari sabtu buat latihan dance bareng tim;gugup nunggu hari sabtu buat latihan dance bareng tim;gugup nunggu hari sabtu buat latih dance bareng tim;anticipation;1
rasanya gak adil setelah berjuang sekuat tenaga tapi tetap gagal;rasanya adil berjuang sekuat tenaga tetap gagal;rasa adil juang kuat tenaga tetap gagal;sadness;5
kadang ingin menyerah karena dunia ini terlalu kejam untuk dihadapi;kadang menyerah dunia terlalu kejam dihadapi;kadang serah dunia terlalu kejam hadap;sadness;5
aku percaya kamu akan selalu memberiku motivasi saat aku lemah;aku percaya kamu selalu memberiku motivasi aku lemah;aku percaya kamu selalu beri motivasi aku lemah;trust;6
ingin tahu apa yang akan dia lakuin buat anniversary kita minggu depan;tahu apa akan lakuin buat anniversary minggu depan;tahu apa akan lakuin buat anniversary minggu depan;anticipation;1
rasa percaya ini adalah modal utama untuk membangun masa depan yang lebih baik;rasa percaya adalah modal utama membangun masa depan lebih baik;rasa percaya adalah modal utama bangun masa depan lebih baik;trust;6
hari ini benarbenar bikin darah tinggi semuanya serba salah;hari benarbenar membuat darah tinggi semuanya serba salah;hari benarbenar buat darah tinggi semua serba salah;anger;0
setiap tindakanmu selalu menunjukkan betapa berharganya rasa percayaku;tindakanmu selalu menunjukkan betapa berharganya rasa percayaku;tindak selalu tunjuk betapa harga rasa percaya;trust;6
ngupil di depan umum terus ditempel di kursi;ngupil depan umum terus ditempel kursi;ngupil depan umum terus tempel kursi;disgust;2
aku merasa takut setiap kali harus berhadapan dengan hal baru;aku merasa takut kali berhadapan hal baru;aku rasa takut kali hadap hal baru;fear;3
kepercayaan ini adalah dasar dari segala sesuatu yang kita bangun bersama;kepercayaan adalah dasar segala yang bangun bersama;percaya adalah dasar segala yang bangun sama;trust;6
marah banget hari ini benerbener penuh kekecewaan dan frustasi;marah banget hari benerbener penuh kekecewaan frustasi;marah banget hari benerbener penuh kecewa frustasi;anger;0
merasa bersalah udah nyianyiain orang yang tulus sayang sama aku;merasa bersalah nyianyiain orang tulus sayang sama aku;rasa salah nyianyiain orang tulus sayang sama aku;sadness;5
lingkungan yang penuh dengan asap rokok membuatku sulit bernapas;lingkungan penuh asap rokok membuatku sulit bernapas;lingkung penuh asap rokok buat sulit napas;disgust;2
rasanya bahagia banget bisa menyelesaikan tugas dengan ideide kreatif;rasanya bahagia banget menyelesaikan tugas ideide kreatif;rasa bahagia banget selesai tugas ideide kreatif;joy;4
kesel maksimal buku ini terlalu fokus sama drama yang tidak penting;kesel maksimal buku terlalu fokus sama drama tidak penting;kesel maksimal buku terlalu fokus sama drama tidak penting;anger;0
rasa percaya ini membuatku merasa bahwa kita bisa melewati segalanya;rasa percaya membuatku merasa kita melewati segalanya;rasa percaya buat rasa kita lewat segala;trust;6
makan malam bareng keluarga bikin hariku penuh kebahagiaan;makan malam bareng keluarga membuat hariku penuh kebahagiaan;makan malam bareng keluarga buat hari penuh bahagia;joy;4
kadang rasa takut bikin aku tidak bisa tidur terus kepikiran halhal negatif;kadang rasa takut membuat aku bisa tidur terus kepikiran halhal negatif;kadang rasa takut buat aku bisa tidur terus pikir halhal negatif;fear;3
makan pagi sambil menikmati pemandangan indah bikin suasana hati jadi senang;makan pagi menikmati pemandangan indah membuat suasana hati jadi senang;makan pagi nikmat pandang indah buat suasana hati jadi senang;joy;4
sulit banget buat nyisihin uang buat tabungan semuanya habis buat bayar ini itu;sulit banget buat nyisihin uang buat tabungan semuanya habis buat bayar itu;sulit banget buat nyisihin uang buat tabung semua habis buat bayar itu;sadness;5
ingin ngerasain hidup tanpa beban masalah keuangan;ngerasain hidup beban masalah keuangan;ngerasain hidup beban masalah uang;sadness;5
kebahagiaan itu saat bisa melihat kucing peliharaan bermain dengan gembira;kebahagiaan saat melihat kucing peliharaan bermain gembira;bahagia saat lihat kucing pelihara main gembira;joy;4
jijik lihat sampah berserakan di taman umum;jijik lihat sampah berserakan taman umum;jijik lihat sampah sera taman umum;disgust;2
pikiranku terus ke hari suci yang akan datang tidak sabar menjalani momen tersebut;pikiranku terus hari suci akan datang sabar menjalani momen tersebut;pikir terus hari suci akan datang sabar jalan momen sebut;anticipation;1
kesel maksimal dunia selalu menghargai yang salah dan melupakan yang benar;kesel maksimal dunia selalu menghargai salah melupakan benar;kesel maksimal dunia selalu harga salah lupa benar;anger;0
aku jijik dengan orang yang tidak menghargai kebersihan ruang publik;aku jijik orang tidak menghargai kebersihan ruang publik;aku jijik orang tidak harga bersih ruang publik;disgust;2
nginjek permen karet yang udah diinjek orang;nginjek permen karet sudah diinjek orang;nginjek permen karet sudah diinjek orang;disgust;2
takut tidak bisa bikin orangorang di sekitarku bangga sama aku;takut bisa membuat orangorang sekitarku bangga sama aku;takut bisa buat orangorang sekitar bangga sama aku;fear;3
tidak sabar buat lihat perkembangan proyek minggu depan;sabar buat lihat perkembangan proyek minggu depan;sabar buat lihat kembang proyek minggu depan;anticipation;1
kepercayaan ini adalah harta yang paling berharga dalam hidupku;kepercayaan adalah harta paling berharga hidupku;percaya adalah harta paling harga hidup;trust;6
aku merasa sangat takut setiap kali harus menghadapi kenyataan pahit;aku merasa sangat takut kali menghadapi kenyataan pahit;aku rasa sangat takut kali hadap nyata pahit;fear;3
aku merasa sangat jijik dengan kondisi meja makan yang penuh dengan bekas makanan;aku merasa sangat jijik kondisi meja makan penuh bekas makanan;aku rasa sangat jijik kondisi meja makan penuh bekas makan;disgust;2
semakin lama menunggu semakin tidak sabar ingin cepat tahu;semakin lama menunggu semakin sabar cepat tahu;makin lama tunggu makin sabar cepat tahu;anticipation;1
aku merasa bahagia karena bisa menyelesaikan tugas yang sempat tertunda;aku merasa bahagia bisa menyelesaikan tugas sempat tertunda;aku rasa bahagia bisa selesai tugas sempat tunda;joy;4
takut banget buat melangkah keluar dari zona nyaman;takut banget buat melangkah keluar zona nyaman;takut banget buat lang keluar zona nyaman;fear;3
bahagia itu ketika bisa menemukan cara baru untuk mengatasi masalah;bahagia ketika menemukan cara baru mengatasi masalah;bahagia ketika temu cara baru atas masalah;joy;4
setiap kali aku bersamamu aku merasa tenang karena kepercayaan ini;kali aku bersamamu aku merasa tenang kepercayaan;kali aku sama aku rasa tenang percaya;trust;6
kepercayaanmu padaku adalah hal terindah yang pernah aku rasakan;kepercayaanmu padaku hal terindah pernah aku rasakan;percaya pada hal indah pernah aku rasa;trust;6
gugup nunggu momen penting saat janji suci kami menjadi kenyataan;gugup nunggu momen penting janji suci menjadi kenyataan;gugup nunggu momen penting janji suci jadi nyata;anticipation;1
mau ambil risiko tapi rasa takut gagal masih lebih besar;mau ambil risiko rasa takut gagal lebih besar;mau ambil risiko rasa takut gagal lebih besar;fear;3
rasa takut ini begitu besar hingga aku merasa sangat sulit untuk merasa tenang;rasa takut begitu besar hingga aku merasa sangat sulit merasa tenang;rasa takut begitu besar hingga aku rasa sangat sulit rasa tenang;fear;3
kenapa ya ada orang yang masih nyaman hidup di tempat penuh tikus;ya orang masih nyaman hidup tempat penuh tikus;ya orang masih nyaman hidup tempat penuh tikus;disgust;2
rasa takut gagal selalu menghantui setiap kali aku ingin mencoba sesuatu yang baru;rasa takut gagal selalu menghantui kali aku mencoba yang baru;rasa takut gagal selalu hantu kali aku coba yang baru;fear;3
setiap langkah kecil yang kita ambil bersama adalah bukti dari rasa percaya ini;langkah kecil kita ambil bersama bukti rasa percaya;langkah kecil kita ambil sama bukti rasa percaya;trust;6
kesel banget dunia ini lebih peduli pada materi daripada moral;kesel banget dunia lebih peduli materi moral;kesel banget dunia lebih peduli materi moral;anger;0
lingkungan yang penuh dengan bekas makanan di manamana membuatku merasa muak;lingkungan penuh bekas makanan manamana membuatku merasa muak;lingkung penuh bekas makan manamana buat rasa muak;disgust;2
aku merasa sangat bahagia ketika bisa makan bersama keluarga di meja makan;aku merasa sangat bahagia bisa makan bersama keluarga meja makan;aku rasa sangat bahagia bisa makan sama keluarga meja makan;joy;4
rasanya ingin cepat ikutan kelas memasak minggu depan;rasanya cepat ikutan kelas memasak minggu depan;rasa cepat ikut kelas masak minggu depan;anticipation;1
waktu terasa berjalan lebih lama pas nunggu momen besar ini;waktu terasa berjalan lebih lama nunggu momen besar;waktu asa jalan lebih lama nunggu momen besar;anticipation;1
lihat orang buang sampah dari jendela mobil;lihat orang buang sampah jendela mobil;lihat orang buang sampah jendela mobil;disgust;2
aku merasa bahagia ketika bisa berbagi cerita inspiratif dengan orang lain;aku merasa bahagia bisa berbagi cerita inspiratif orang;aku rasa bahagia bisa bagi cerita inspiratif orang;joy;4
jijik banget lihat tumpukan sampah di belakang rumah;jijik banget lihat tumpukan sampah belakang rumah;jijik banget lihat tumpu sampah belakang rumah;disgust;2
jijik lihat orang buang air kecil di pinggir jalan;jijik lihat orang buang air kecil pinggir jalan;jijik lihat orang buang air kecil pinggir jalan;disgust;2
aku takut kehilangan kendali atas hidupku aku tidak tahu harus bagaimana;aku takut kehilangan kendali atas hidupku aku tahu bagaimana;aku takut hilang kendali atas hidup aku tahu bagaimana;fear;3
kadang lebih mudah diam daripada bicara karena takut disalahpahami;kadang lebih mudah diam bicara takut disalahpahami;kadang lebih mudah diam bicara takut disalahpahami;fear;3
tidak habis pikir kenapa hobi yang aku cintai malah bikin aku frustrasi terusmenerus;habis pikir hobi aku cintai malah membuat aku frustrasi terusmenerus;habis pikir hobi aku cinta malah buat aku frustrasi terusmenerus;anger;0
rasa takut ini membuatku merasa kecil dan tidak berdaya;rasa takut membuatku merasa kecil tidak berdaya;rasa takut buat rasa kecil tidak daya;fear;3
semakin dekat ke hari yang ditunggu makin tidak sabar rasanya;semakin dekat hari ditunggu makin sabar rasanya;makin dekat hari tunggu makin sabar rasa;anticipation;1
aku bahagia bisa menghabiskan waktu dengan keluarga di akhir pekan;aku bahagia menghabiskan waktu keluarga akhir pekan;aku bahagia habis waktu keluarga akhir pekan;joy;4
lihat orang bersin di depan makanan;lihat orang bersin depan makanan;lihat orang bersin depan makan;disgust;2
tidak tahan lagi dengan dunia yang selalu meremehkan mereka yang berjuang untuk hal baik;tahan dengan dunia selalu meremehkan yang berjuang hal baik;tahan dengan dunia selalu remeh yang juang hal baik;anger;0
kesel karena atasan tidak pernah memberikan arahan yang jelas;kesel atasan pernah memberikan arahan jelas;kesel atas pernah beri arah jelas;anger;0
gugup nunggu waktu yang tepat buat menggapai keinginan ini;gugup nunggu waktu tepat buat menggapai keinginan;gugup nunggu waktu tepat buat gapai ingin;anticipation;1
bahagia itu adalah ketika bisa merasakan momen damai di sore hari yang indah;bahagia adalah bisa merasakan momen damai sore hari indah;bahagia adalah bisa rasa momen damai sore hari indah;joy;4
gak bisa nemenin mama papa di masa tua mereka sedih rasanya;bisa nemenin mama papa masa tua sedih rasanya;bisa nemenin mama papa masa tua sedih rasa;sadness;5
kadang takut buat berharap lebih karena takut nanti malah patah hati;kadang takut buat berharap lebih takut malah patah hati;kadang takut buat harap lebih takut malah patah hati;fear;3
aku merasa sangat puas karena bisa menyelesaikan tugas besar yang menumpuk;aku merasa sangat puas bisa menyelesaikan tugas besar menumpuk;aku rasa sangat puas bisa selesai tugas besar tumpuk;joy;4
benerbener bikin emosi tidak ada yang berjalan sesuai rencana;benerbener membuat emosi ada berjalan sesuai rencana;benerbener buat emosi ada jalan sesuai rencana;anger;0
marah banget karena hobi ini ternyata makan waktu jauh lebih banyak dari yang aku kira;marah banget hobi ternyata makan waktu jauh lebih banyak yang aku kira;marah banget hobi nyata makan waktu jauh lebih banyak yang aku kira;anger;0
rasa takut bikin aku lebih milih buat diem daripada bicara biar tidak ada masalah;rasa takut membuat aku lebih milih buat diem bicara biar ada masalah;rasa takut buat aku lebih milih buat diem bicara biar ada masalah;fear;3
semakin berusaha semakin ngerasa gagal;semakin berusaha semakin ngerasa gagal;makin usaha makin ngerasa gagal;sadness;5
nginjek genangan air kotor pas lagi hujan;nginjek genangan air kotor lagi hujan;nginjek genang air kotor lagi hujan;disgust;2
semakin dekat dengan harinya semakin tidak bisa berhenti mikirin;semakin dekat harinya semakin bisa berhenti mikirin;makin dekat hari makin bisa henti mikirin;anticipation;1
aku tidak pernah meragukan keputusanku untuk percaya padamu sejak awal;aku pernah meragukan keputusanku percaya padamu sejak awal;aku pernah ragu putus percaya pada sejak awal;trust;6
tidak sabar buat memulai babak baru dalam hidup setelah janji suci ini;sabar buat memulai babak baru hidup janji suci;sabar buat mulai babak baru hidup janji suci;anticipation;1
gak pernah ada keadilan di dunia yang hanya peduli pada yang berkuasa;pernah keadilan dunia hanya peduli yang berkuasa;pernah adil dunia hanya peduli yang kuasa;sadness;5
aku percaya kita bisa menghadapi semua ini dengan keberanian dan kepercayaan;aku percaya bisa menghadapi semua dengan keberanian kepercayaan;aku percaya bisa hadap semua dengan berani percaya;trust;6
semua pikiran cuma terpusat ke satu hal yang belum pasti rasanya bikin gelisah;semua pikiran cuma terpusat satu yang pasti rasanya membuat gelisah;semua pikir cuma pusat satu yang pasti rasa buat gelisah;anticipation;1
orang yang tidak menjaga kebersihan kamar benarbenar menjijikkan;orang tidak menjaga kebersihan kamar benarbenar menjijikkan;orang tidak jaga bersih kamar benarbenar jijik;disgust;2
semua harga naik tapi gaji gak pernah naik rasanya makin terjepit;semua harga naik gaji pernah naik rasanya makin terjepit;semua harga naik gaji pernah naik rasa makin jepit;sadness;5
marah banget karena rekan kerja selalu datang terlambat dan tidak disiplin;marah banget rekan kerja selalu datang terlambat tidak disiplin;marah banget rekan kerja selalu datang lambat tidak disiplin;anger;0
bahagia itu adalah bisa menemukan inspirasi di halhal sederhana;bahagia adalah menemukan inspirasi halhal sederhana;bahagia adalah temu inspirasi halhal sederhana;joy;4
aku percaya kita akan selalu mendukung satu sama lain dalam setiap situasi;aku percaya akan selalu mendukung satu sama dalam situasi;aku percaya akan selalu dukung satu sama dalam situasi;trust;6
aku tahu kita akan melalui semua ini bersama dengan keyakinan;aku tahu akan melalui semua bersama keyakinan;aku tahu akan lalu semua sama yakin;trust;6
aku yakin dengan segala usahamu karena rasa percayaku padamu begitu kuat;aku yakin segala usahamu rasa percayaku padamu kuat;aku yakin segala usaha rasa percaya pada kuat;trust;6
rasanya bahagia bisa menulis jurnal dan menuangkan pikiran;rasanya bahagia menulis jurnal menuangkan pikiran;rasa bahagia tulis jurnal tuang pikir;joy;4
bertemu dengan temanteman dekat hari ini bikin hariku penuh kebahagiaan;bertemu temanteman dekat hari membuat hariku penuh kebahagiaan;temu temanteman dekat hari buat hari penuh bahagia;joy;4
tidak tahan lagi sama kegagalan dalam hobiku yang terus berulang;tahan sama kegagalan hobiku terus berulang;tahan sama gagal hobi terus ulang;anger;0
ngitung menit terus karena tidak kuat nahan rasa penasaran ini;ngitung menit terus tidak kuat nahan rasa penasaran;ngitung menit terus tidak kuat nahan rasa penasaran;anticipation;1
kegagalan ini bikin semua impianku terasa jauh dari kenyataan;kegagalan membuat semua impianku terasa jauh kenyataan;gagal buat semua impi asa jauh nyata;sadness;5
rasanya hancur banget ketika orang yang kamu percayai ternyata mengkhianatimu;rasanya hancur banget orang kamu percayai ternyata mengkhianatimu;rasa hancur banget orang kamu percaya nyata khianat;sadness;5
kebahagiaan itu saat bisa menghabiskan waktu bersama keluarga di akhir pekan;kebahagiaan saat menghabiskan waktu bersama keluarga akhir pekan;bahagia saat habis waktu sama keluarga akhir pekan;joy;4
kesel banget karena semua rencana hidup selalu gagal tanpa alasan yang jelas;kesel banget semua rencana hidup selalu gagal alasan jelas;kesel banget semua rencana hidup selalu gagal alas jelas;anger;0
tidak ngerti kenapa kamu tidak bisa berubah meskipun aku udah bilang berkalikali;ngerti kamu bisa berubah meskipun aku bilang berkalikali;ngerti kamu bisa ubah meski aku bilang berkalikali;anger;0
tidak ngerti kenapa ada orang yang tidak cuci kaki sebelum tidur;ngerti ada orang tidak cuci kaki tidur;ngerti ada orang tidak cuci kaki tidur;disgust;2
tidak tahan lagi ingin cepat mulai proyek diy di rumah;tahan ingin cepat mulai proyek diy rumah;tahan ingin cepat mulai proyek diy rumah;anticipation;1
setiap hari melihat ketidakadilan bikin aku ngerasa lelah;hari melihat ketidakadilan membuat aku ngerasa lelah;hari lihat ketidakadilan buat aku ngerasa lelah;sadness;5
rasanya senang banget karena keinginan lama ini sebentar lagi akan terwujud;rasanya senang banget keinginan lama sebentar akan terwujud;rasa senang banget ingin lama sebentar akan wujud;anticipation;1
ketakutan ini membuatku merasa terjebak dalam situasi yang tidak bisa aku kendalikan;ketakutan membuatku merasa terjebak situasi tidak aku kendalikan;takut buat rasa jebak situasi tidak aku kendali;fear;3
